🇨🇳电视频道,#genre#
北京卫视,http://59.62.8.250:9901/tsfile/live/0122_1.m3u8
北京卫视,http://112.99.200.2:9901/tsfile/live/0122_2.m3u8
北京卫视,http://58.51.111.46:1111/tsfile/live/1026_1.m3u8
北京卫视,http://123.138.216.44:9902/tsfile/live/0122_1.m3u8
湖北卫视,http://124.165.251.82:9999/tsfile/live/0132_1.m3u8
湖北卫视,http://61.136.67.238:50085/tsfile/live/0132_1.m3u8
湖北卫视,http://61.138.128.226:19901/tsfile/live/0132_1.m3u8
湖北卫视,http://175.10.228.46:8081/tsfile/live/0132_1.m3u8
湖北卫视,http://117.27.190.42:9998/tsfile/live/23275_1.m3u8
湖北卫视,http://59.62.8.250:9901/tsfile/live/0132_1.m3u8
湖北卫视,http://112.99.200.2:9901/tsfile/live/0132_2.m3u8
湖北卫视,http://58.51.111.46:1111/tsfile/live/1018_1.m3u8
湖北卫视,http://220.164.192.48:50085/tsfile/live/0123_1.m3u8
黑龙江卫视,http://61.136.67.238:50085/tsfile/live/0143_1.m3u8
黑龙江卫视,http://124.165.251.82:9999/tsfile/live/0143_1.m3u8
黑龙江卫视,http://61.138.128.226:19901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://59.62.8.250:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://175.10.228.46:8081/tsfile/live/0143_1.m3u8
黑龙江卫视,http://117.27.190.42:9998/tsfile/live/23256_1.m3u8
黑龙江卫视,http://112.99.200.2:9901/tsfile/live/0143_2.m3u8
黑龙江卫视,http://58.51.111.46:1111/tsfile/live/1031_1.m3u8
黑龙江卫视,http://123.138.216.44:9902/tsfile/live/0143_1.m3u8
安徽卫视,http://123.138.216.44:9902/tsfile/live/0130_1.m3u8
安徽卫视,http://61.136.67.238:50085/tsfile/live/0130_1.m3u8
安徽卫视,http://117.27.190.42:9998/tsfile/live/23262_1.m3u8
安徽卫视,http://117.27.190.42:9998/tsfile/live/23261_1.m3u8
安徽卫视,http://59.62.8.250:9901/tsfile/live/0130_1.m3u8
安徽卫视,http://175.10.228.46:8081/tsfile/live/0130_1.m3u8
安徽卫视,http://58.51.111.46:1111/tsfile/live/1025_1.m3u8
安徽卫视,http://220.164.192.48:50085/tsfile/live/0126_1.m3u8
重庆卫视,http://124.165.251.82:9999/tsfile/live/0142_1.m3u8
重庆卫视,http://175.10.228.46:8081/tsfile/live/0142_1.m3u8
重庆卫视,http://117.27.190.42:9998/tsfile/live/23254_1.m3u8
重庆卫视,http://59.62.8.250:9901/tsfile/live/0142_1.m3u8
重庆卫视,http://58.51.111.46:1111/tsfile/live/1032_1.m3u8
重庆卫视,http://220.164.192.48:50085/tsfile/live/0131_1.m3u8
重庆卫视,http://123.138.216.44:9902/tsfile/live/0132_1.m3u8
东方卫视,http://124.165.251.82:9999/tsfile/live/0107_1.m3u8
东方卫视,http://61.136.67.238:50085/tsfile/live/0107_1.m3u8
东方卫视,http://117.27.190.42:9998/tsfile/live/23268_1.m3u8
东方卫视,http://175.10.228.46:8081/tsfile/live/0107_1.m3u8
东方卫视,http://58.51.111.46:1111/tsfile/live/1039_1.m3u8
东方卫视,http://223.112.219.174:9901/tsfile/live/0107_1.m3u8
东南卫视,http://61.136.67.238:50085/tsfile/live/0137_1.m3u8
东南卫视,http://124.165.251.82:9999/tsfile/live/0129_1.m3u8
东南卫视,http://59.62.8.250:9901/tsfile/live/0137_1.m3u8
东南卫视,http://175.10.228.46:8081/tsfile/live/0137_1.m3u8
东南卫视,http://117.27.190.42:9998/tsfile/live/23281_1.m3u8
东南卫视,http://58.51.111.46:1111/tsfile/live/1033_1.m3u8
东南卫视,http://123.138.216.44:9902/tsfile/live/0137_1.m3u8
甘肃卫视,http://61.138.128.226:19901/tsfile/live/0141_1.m3u8
甘肃卫视,http://123.138.216.44:9902/tsfile/live/0141_1.m3u8
甘肃卫视,http://59.62.8.250:9901/tsfile/live/0141_1.m3u8
甘肃卫视,http://117.27.190.42:9998/tsfile/live/23277_1.m3u8
甘肃卫视,http://220.164.192.48:50085/tsfile/live/0141_1.m3u8
广西卫视,http://61.136.67.238:50085/tsfile/live/0113_1.m3u8
广西卫视,http://124.165.251.82:9999/tsfile/live/0113_1.m3u8
广西卫视,http://61.138.128.226:19901/tsfile/live/0113_1.m3u8
广西卫视,http://59.62.8.250:9901/tsfile/live/0113_1.m3u8
广西卫视,http://220.164.192.48:50085/tsfile/live/0112_1.m3u8
广西卫视,http://175.10.228.46:8081/tsfile/live/0113_1.m3u8
广西卫视,http://117.27.190.42:9998/tsfile/live/23269_1.m3u8
广西卫视,http://112.99.200.2:9901/tsfile/live/0113_1.m3u8
广西卫视,http://58.51.111.46:1111/tsfile/live/0113_1.m3u8
贵州卫视,http://61.138.128.226:19901/tsfile/live/0120_1.m3u8
贵州卫视,http://123.138.216.44:9902/tsfile/live/0120_1.m3u8
贵州卫视,http://175.10.228.46:8081/tsfile/live/0120_1.m3u8
贵州卫视,http://117.27.190.42:9998/tsfile/live/23252_1.m3u8
贵州卫视,http://220.164.192.48:50085/tsfile/live/0125_1.m3u8
贵州卫视,http://58.51.111.46:1111/tsfile/live/1038_1.m3u8
海南卫视,http://61.138.128.226:19901/tsfile/live/1015_1.m3u8
海南卫视,http://117.27.190.42:9998/tsfile/live/23273_1.m3u8
海南卫视,http://175.10.228.46:8081/tsfile/live/1003_1.m3u8
海南卫视,http://117.27.190.42:9998/tsfile/live/23272_1.m3u8
海南卫视,http://112.99.200.2:9901/tsfile/live/1010_1.m3u8
海南卫视,http://220.164.192.48:50085/tsfile/live/1003_1.m3u8
海南卫视,http://58.51.111.46:1111/tsfile/live/1040_1.m3u8
河北卫视,http://124.165.251.82:9999/tsfile/live/0117_1.m3u8
河北卫视,http://61.136.67.238:50085/tsfile/live/0117_1.m3u8
河北卫视,http://61.138.128.226:19901/tsfile/live/0117_1.m3u8
河北卫视,http://175.10.228.46:8081/tsfile/live/0117_1.m3u8
河北卫视,http://59.62.8.250:9901/tsfile/live/0117_1.m3u8
河北卫视,http://220.164.192.48:50085/tsfile/live/0113_1.m3u8
河北卫视,http://112.99.200.2:9901/tsfile/live/0117_2.m3u8
河北卫视,http://58.51.111.46:1111/tsfile/live/1036_1.m3u8
河北卫视,http://117.27.190.42:9998/tsfile/live/23266_1.m3u8
河南卫视,http://61.136.67.238:50085/tsfile/live/0016_1.m3u8
河南卫视,http://123.138.216.44:9902/tsfile/live/0139_1.m3u8
河南卫视,http://61.138.128.226:19901/tsfile/live/0139_1.m3u8
河南卫视,http://220.164.192.48:50085/tsfile/live/0116_1.m3u8
河南卫视,http://175.10.228.46:8081/tsfile/live/0139_1.m3u8
河南卫视,http://117.27.190.42:9998/tsfile/live/23267_1.m3u8
河南卫视,http://59.62.8.250:9901/tsfile/live/0139_1.m3u8
河南卫视,http://58.51.111.46:1111/tsfile/live/1035_1.m3u8
河南卫视,http://124.165.251.82:9999/tsfile/live/0139_1.m3u8
吉林卫视,http://124.165.251.82:9999/tsfile/live/0116_1.m3u8
吉林卫视,http://123.138.216.44:9902/tsfile/live/0116_1.m3u8
吉林卫视,http://61.136.67.238:50085/tsfile/live/0116_1.m3u8
吉林卫视,http://117.27.190.42:9998/tsfile/live/23258_1.m3u8
吉林卫视,http://59.62.8.250:9901/tsfile/live/0116_1.m3u8
吉林卫视,http://175.10.228.46:8081/tsfile/live/0116_1.m3u8
吉林卫视,http://112.99.200.2:9901/tsfile/live/0116_2.m3u8
吉林卫视,http://220.164.192.48:50085/tsfile/live/0118_1.m3u8
吉林卫视,http://58.51.111.46:1111/tsfile/live/0116_1.m3u8
江苏卫视,http://61.136.67.238:50085/tsfile/live/0127_1.m3u8
江苏卫视,http://124.165.251.82:9999/tsfile/live/0127_1.m3u8
江苏卫视,http://61.138.128.226:19901/tsfile/live/0127_1.m3u8
江苏卫视,http://116.21.123.51:4433/tsfile/live/0127_1.m3u8
江苏卫视,http://220.164.192.48:50085/tsfile/live/0128_1.m3u8
江苏卫视,http://175.10.228.46:8081/tsfile/live/0127_1.m3u8
江苏卫视,http://117.27.190.42:9998/tsfile/live/23264_1.m3u8
江苏卫视,http://112.99.200.2:9901/tsfile/live/0127_2.m3u8
江苏卫视,http://58.51.111.46:1111/tsfile/live/1023_1.m3u8
江苏卫视,http://123.138.216.44:9902/tsfile/live/0127_1.m3u8
江西卫视,http://124.165.251.82:9999/tsfile/live/0138_1.m3u8
江西卫视,http://175.10.228.46:8081/tsfile/live/0138_1.m3u8
江西卫视,http://61.138.128.226:19901/tsfile/live/0138_1.m3u8
江西卫视,http://117.27.190.42:9998/tsfile/live/23265_1.m3u8
江西卫视,http://59.62.8.250:9901/tsfile/live/0138_1.m3u8
江西卫视,http://112.99.200.2:9901/tsfile/live/0138_2.m3u8
江西卫视,http://58.51.111.46:1111/tsfile/live/0138_1.m3u8
江西卫视,http://58.51.111.46:1111/tsfile/live/0138_2.m3u8
江西卫视,http://123.138.216.44:9902/tsfile/live/0138_1.m3u8
辽宁卫视,http://61.136.67.238:50085/tsfile/live/0121_1.m3u8
辽宁卫视,http://61.138.128.226:19901/tsfile/live/0121_1.m3u8
辽宁卫视,http://117.27.190.42:9998/tsfile/live/23253_1.m3u8
辽宁卫视,http://175.10.228.46:8081/tsfile/live/0121_1.m3u8
辽宁卫视,http://59.62.8.250:9901/tsfile/live/0121_1.m3u8
辽宁卫视,http://112.99.200.2:9901/tsfile/live/0121_2.m3u8
辽宁卫视,http://58.51.111.46:1111/tsfile/live/1029_1.m3u8
内蒙古卫视,http://61.136.67.238:50085/tsfile/live/0109_1.m3u8
内蒙古卫视,http://175.10.228.46:8081/tsfile/live/0109_1.m3u8
内蒙古卫视,http://61.138.128.226:19901/tsfile/live/0109_1.m3u8
内蒙古卫视,http://58.51.111.46:1111/tsfile/live/0109_1.m3u8
宁夏卫视,http://61.136.67.238:50085/tsfile/live/0112_1.m3u8
宁夏卫视,http://123.138.216.44:9902/tsfile/live/0112_1.m3u8
宁夏卫视,http://61.138.128.226:19901/tsfile/live/0112_1.m3u8
宁夏卫视,http://175.10.228.46:8081/tsfile/live/0112_1.m3u8
宁夏卫视,http://58.51.111.46:1111/tsfile/live/0112_1.m3u8
青海卫视,http://124.165.251.82:9999/tsfile/live/0140_1.m3u8
青海卫视,http://123.138.216.44:9902/tsfile/live/0140_1.m3u8
青海卫视,http://61.138.128.226:19901/tsfile/live/0140_1.m3u8
青海卫视,http://117.27.190.42:9998/tsfile/live/23255_1.m3u8
青海卫视,http://220.164.192.48:50085/tsfile/live/0140_1.m3u8
山东卫视,http://124.165.251.82:9999/tsfile/live/0131_1.m3u8
山东卫视,http://61.136.67.238:50085/tsfile/live/0131_1.m3u8
山东卫视,http://175.10.228.46:8081/tsfile/live/0131_1.m3u8
山东卫视,http://117.27.190.42:9998/tsfile/live/23263_1.m3u8
山东卫视,http://220.164.192.48:50085/tsfile/live/0121_1.m3u8
山东卫视,http://59.62.8.250:9901/tsfile/live/0131_1.m3u8
山东卫视,http://112.99.200.2:9901/tsfile/live/0131_2.m3u8
山东卫视,http://58.51.111.46:1111/tsfile/live/1030_1.m3u8
山西卫视,http://124.165.251.82:9999/tsfile/live/0118_1.m3u8
山西卫视,http://175.10.228.46:8081/tsfile/live/0118_1.m3u8
山西卫视,http://59.62.8.250:9901/tsfile/live/0118_1.m3u8
山西卫视,http://112.99.200.2:9901/tsfile/live/0118_2.m3u8
山西卫视,http://220.164.192.48:50085/tsfile/live/0117_1.m3u8
陕西卫视,http://123.138.216.44:9902/tsfile/live/0136_1.m3u8
陕西卫视,http://61.136.67.238:50085/tsfile/live/0136_1.m3u8
陕西卫视,http://124.165.251.82:9999/tsfile/live/0136_1.m3u8
陕西卫视,http://61.138.128.226:19901/tsfile/live/0136_1.m3u8
陕西卫视,http://175.10.228.46:8081/tsfile/live/0136_1.m3u8
陕西卫视,http://220.164.192.48:50085/tsfile/live/0136_1.m3u8
陕西卫视,http://59.62.8.250:9901/tsfile/live/0136_1.m3u8
陕西卫视,http://112.99.200.2:9901/tsfile/live/0136_2.m3u8
陕西卫视,http://58.51.111.46:1111/tsfile/live/0136_1.m3u8
四川卫视,http://123.138.216.44:9902/tsfile/live/0123_1.m3u8
四川卫视,http://61.136.67.238:50085/tsfile/live/0123_1.m3u8
四川卫视,http://124.165.251.82:9999/tsfile/live/0123_1.m3u8
四川卫视,http://61.138.128.226:19901/tsfile/live/0123_1.m3u8
四川卫视,http://117.27.190.42:9998/tsfile/live/23260_1.m3u8
四川卫视,http://175.10.228.46:8081/tsfile/live/0123_1.m3u8
四川卫视,http://220.164.192.48:50085/tsfile/live/0143_1.m3u8
四川卫视,http://59.62.8.250:9901/tsfile/live/0123_1.m3u8
四川卫视,http://112.99.200.2:9901/tsfile/live/0123_2.m3u8
四川卫视,http://58.51.111.46:1111/tsfile/live/1037_1.m3u8
深圳卫视,http://124.165.251.82:9999/tsfile/live/0126_1.m3u8
深圳卫视,http://61.136.67.238:50085/tsfile/live/0126_1.m3u8
深圳卫视,http://61.138.128.226:19901/tsfile/live/0126_1.m3u8
深圳卫视,http://175.10.228.46:8081/tsfile/live/0126_1.m3u8
深圳卫视,http://59.62.8.250:9901/tsfile/live/0126_1.m3u8
深圳卫视,http://220.164.192.48:50085/tsfile/live/0142_1.m3u8
深圳卫视,http://117.27.190.42:9998/tsfile/live/23274_1.m3u8
深圳卫视,http://112.99.200.2:9901/tsfile/live/0126_2.m3u8
深圳卫视,http://58.51.111.46:1111/tsfile/live/0126_1.m3u8
深圳卫视,http://58.51.111.46:1111/tsfile/live/1027_1.m3u8
深圳卫视,http://123.138.216.44:9902/tsfile/live/0126_1.m3u8
三沙卫视,http://61.138.128.226:19901/tsfile/live/1020_1.m3u8
三沙卫视,http://117.27.190.42:9998/tsfile/live/23250_1.m3u8
天津卫视,http://123.138.216.44:9902/tsfile/live/0135_1.m3u8
天津卫视,http://61.136.67.238:50085/tsfile/live/0135_1.m3u8
天津卫视,http://61.138.128.226:19901/tsfile/live/0135_1.m3u8
天津卫视,http://175.10.228.46:8081/tsfile/live/0135_1.m3u8
天津卫视,http://117.27.190.42:9998/tsfile/live/23259_1.m3u8
天津卫视,http://112.99.200.2:9901/tsfile/live/0135_2.m3u8
天津卫视,http://58.51.111.46:1111/tsfile/live/1028_1.m3u8
天津卫视,http://124.165.251.82:9999/tsfile/live/0135_1.m3u8
天津卫视,http://220.164.192.48:50085/tsfile/live/0130_1.m3u8
西藏卫视,http://61.138.128.226:19901/tsfile/live/0111_1.m3u8
西藏卫视,http://175.10.228.46:8081/tsfile/live/0111_1.m3u8
新疆卫视,http://175.10.228.46:8081/tsfile/live/0110_1.m3u8
新疆卫视,http://59.62.8.250:9901/tsfile/live/0110_1.m3u8
新疆卫视,http://220.164.192.48:50085/tsfile/live/0110_1.m3u8
新疆卫视,http://220.164.192.48:50085/tsfile/live/0111_1.m3u8
云南卫视,http://124.165.251.82:9999/tsfile/live/0119_1.m3u8
云南卫视,http://61.136.67.238:50085/tsfile/live/0119_1.m3u8
云南卫视,http://117.27.190.42:9998/tsfile/live/23251_1.m3u8
云南卫视,http://175.10.228.46:8081/tsfile/live/0119_1.m3u8
云南卫视,http://59.62.8.250:9901/tsfile/live/0119_1.m3u8
云南卫视,http://220.164.192.48:50085/tsfile/live/0019_1.m3u8
云南卫视,http://112.99.200.2:9901/tsfile/live/0119_2.m3u8
云南卫视,http://58.51.111.46:1111/tsfile/live/0119_1.m3u8
CCTV1-综合,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8
CCTV2-财经,http://218.3.138.25:1111/tsfile/live/1001_1.m3u8
CCTV3-综艺,http://218.3.138.25:1111/tsfile/live/1002_1.m3u8
CCTV5-体育,http://218.3.138.25:1111/tsfile/live/1004_1.m3u8
CCTV6-电影,http://218.3.138.25:1111/tsfile/live/1005_1.m3u8
CCTV8-电视剧,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8
CCTV13-新闻,http://218.3.138.25:1111/tsfile/live/1012_1.m3u8
江苏卫视,http://218.3.138.25:1111/tsfile/live/1017_1.m3u8
湖南卫视,http://218.3.138.25:1111/tsfile/live/1018_1.m3u8
浙江卫视,http://218.3.138.25:1111/tsfile/live/1019_1.m3u8
东方卫视,http://218.3.138.25:1111/tsfile/live/1020_1.m3u8
北京卫视,http://218.3.138.25:1111/tsfile/live/1021_1.m3u8
CCTV1-综合,http://61.184.128.243:1111/tsfile/live/0001_1.m3u8
CCTV2-财经,http://61.184.128.243:1111/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://61.184.128.243:1111/tsfile/live/0003_1.m3u8
CCTV4-中文国际,http://61.184.128.243:1111/tsfile/live/1000_1.m3u8
CCTV5-体育,http://61.184.128.243:1111/tsfile/live/0005_1.m3u8
CCTV6-电影,http://61.184.128.243:1111/tsfile/live/0006_1.m3u8
CCTV7-国防军事,http://61.184.128.243:1111/tsfile/live/1001_1.m3u8
CCTV8-电视剧,http://61.184.128.243:1111/tsfile/live/0008_1.m3u8
CCTV9-纪录,http://61.184.128.243:1111/tsfile/live/0009_1.m3u8
CCTV10-科教,http://61.184.128.243:1111/tsfile/live/0010_1.m3u8
CCTV11-戏曲,http://61.184.128.243:1111/tsfile/live/0011_1.m3u8
CCTV12-社会与法,http://61.184.128.243:1111/tsfile/live/0012_1.m3u8
CCTV13-新闻,http://61.184.128.243:1111/tsfile/live/0013_1.m3u8
CCTV14-少儿,http://61.184.128.243:1111/tsfile/live/0014_1.m3u8
CCTV15-音乐,http://61.184.128.243:1111/tsfile/live/0015_1.m3u8
CCTV5+体育赛事,http://61.184.128.243:1111/tsfile/live/0016_1.m3u8
CCTV-17农业农村,http://61.184.128.243:1111/tsfile/live/1002_1.m3u8
湖北卫视,http://61.184.128.243:1111/tsfile/live/0132_1.m3u8
湖南卫视,http://61.184.128.243:1111/tsfile/live/0128_1.m3u8
江苏卫视,http://61.184.128.243:1111/tsfile/live/0127_1.m3u8
浙江卫视,http://61.184.128.243:1111/tsfile/live/0124_1.m3u8
北京卫视,http://61.184.128.243:1111/tsfile/live/0122_1.m3u8
东方卫视,http://61.184.128.243:1111/tsfile/live/0107_1.m3u8
深圳卫视,http://61.184.128.243:1111/tsfile/live/0126_1.m3u8
广东卫视,http://61.184.128.243:1111/tsfile/live/0125_1.m3u8
天津卫视,http://61.184.128.243:1111/tsfile/live/0135_1.m3u8
安徽卫视,http://61.184.128.243:1111/tsfile/live/0130_1.m3u8
山东卫视,http://61.184.128.243:1111/tsfile/live/0131_1.m3u8
重庆卫视,http://61.184.128.243:1111/tsfile/live/0142_1.m3u8
贵州卫视,http://61.184.128.243:1111/tsfile/live/0120_1.m3u8
海南卫视,http://61.184.128.243:1111/tsfile/live/1003_1.m3u8
江西卫视,http://61.184.128.243:1111/tsfile/live/0138_1.m3u8
东南卫视,http://61.184.128.243:1111/tsfile/live/0137_1.m3u8
四川卫视,http://61.184.128.243:1111/tsfile/live/0123_1.m3u8
辽宁卫视,http://61.184.128.243:1111/tsfile/live/0121_1.m3u8
CCTV-风云足球,http://61.184.128.243:1111/tsfile/live/1004_1.m3u8
CCTV-第一剧场,http://61.184.128.243:1111/tsfile/live/1005_1.m3u8
CHC-高清电影,http://61.184.128.243:1111/tsfile/live/1006_1.m3u8
CHC-动作电影,http://61.184.128.243:1111/tsfile/live/1007_1.m3u8
CHC-家庭电影,http://61.184.128.243:1111/tsfile/live/1008_1.m3u8
CCTV1-综合,http://58.51.111.46:1111/tsfile/live/0001_1.m3u8
CCTV2-财经,http://58.51.111.46:1111/tsfile/live/0002_1.m3u8
CCTV3-综艺,http://58.51.111.46:1111/tsfile/live/0003_1.m3u8
CCTV4-国际,http://58.51.111.46:1111/tsfile/live/1004_1.m3u8
CCTV5-体育,http://58.51.111.46:1111/tsfile/live/1005_1.m3u8
CCTV6-电影,http://58.51.111.46:1111/tsfile/live/1006_1.m3u8
CCTV7-军事,http://58.51.111.46:1111/tsfile/live/1007_1.m3u8
CCTV8-电视剧,http://58.51.111.46:1111/tsfile/live/1008_1.m3u8
CCTV9-纪录,http://58.51.111.46:1111/tsfile/live/1009_1.m3u8
CCTV10-科教,http://58.51.111.46:1111/tsfile/live/1010_1.m3u8
CCTV11-戏曲,http://58.51.111.46:1111/tsfile/live/1011_1.m3u8
CCTV12-社会与法,http://58.51.111.46:1111/tsfile/live/1012_1.m3u8
CCTV13-新闻,http://58.51.111.46:1111/tsfile/live/1013_1.m3u8
CCTV14-少儿,http://58.51.111.46:1111/tsfile/live/1014_1.m3u8
CCTV15-音乐,http://58.51.111.46:1111/tsfile/live/1015_1.m3u8
CCTV-17,http://58.51.111.46:1111/tsfile/live/1016_1.m3u8
CCTV5+,http://58.51.111.46:1111/tsfile/live/1021_1.m3u8
广东卫视,http://58.51.111.46:1111/tsfile/live/1017_1.m3u8
河南卫视,http://58.51.111.46:1111/tsfile/live/1035_1.m3u8
湖北卫视,http://58.51.111.46:1111/tsfile/live/1018_1.m3u8
湖北经视,http://58.51.111.46:1111/tsfile/live/1019_1.m3u8
湖北电视台,http://58.51.111.46:1111/tsfile/live/1020_1.m3u8
湖南卫视,http://58.51.111.46:1111/tsfile/live/1022_1.m3u8
江苏卫视,http://58.51.111.46:1111/tsfile/live/1023_1.m3u8
浙江卫视,http://58.51.111.46:1111/tsfile/live/1024_1.m3u8
安徽卫视,http://58.51.111.46:1111/tsfile/live/1025_1.m3u8
北京卫视,http://58.51.111.46:1111/tsfile/live/1026_1.m3u8
深圳卫视,http://58.51.111.46:1111/tsfile/live/1027_1.m3u8
天津卫视,http://58.51.111.46:1111/tsfile/live/1028_1.m3u8
辽宁卫视,http://58.51.111.46:1111/tsfile/live/1029_1.m3u8
山东卫视,http://58.51.111.46:1111/tsfile/live/1030_1.m3u8
黑龙江卫视,http://58.51.111.46:1111/tsfile/live/1031_1.m3u8
重庆卫视,http://58.51.111.46:1111/tsfile/live/1032_1.m3u8
东南卫视,http://58.51.111.46:1111/tsfile/live/1033_1.m3u8
公共新闻,http://58.51.111.46:1111/tsfile/live/1034_1.m3u8
河北卫视,http://58.51.111.46:1111/tsfile/live/1036_1.m3u8
四川卫视,http://58.51.111.46:1111/tsfile/live/1037_1.m3u8
贵州卫视,http://58.51.111.46:1111/tsfile/live/1038_1.m3u8
东方卫视,http://58.51.111.46:1111/tsfile/live/1039_1.m3u8
海南卫视,http://58.51.111.46:1111/tsfile/live/1040_1.m3u8
江西卫视,http://58.51.111.46:1111/tsfile/live/0138_1.m3u8
湖北影视,http://58.51.111.46:1111/tsfile/live/1000_1.m3u8
吉林卫视,http://58.51.111.46:1111/tsfile/live/0116_1.m3u8
江西卫视,http://58.51.111.46:1111/tsfile/live/0138_1.m3u8
内蒙古卫视,http://58.51.111.46:1111/tsfile/live/0109_1.m3u8
宁夏卫视,http://58.51.111.46:1111/tsfile/live/0112_1.m3u8
陕西卫视,http://58.51.111.46:1111/tsfile/live/0136_1.m3u8
深圳卫视,http://58.51.111.46:1111/tsfile/live/0126_1.m3u8
广西卫视,http://58.51.111.46:1111/tsfile/live/0113_1.m3u8
云南卫视,http://58.51.111.46:1111/tsfile/live/0119_1.m3u8
凤凰资讯,http://php.jdshipin.com:8880/jydx.php?id=36
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
凤凰资讯,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226320/index.m3u8
凤凰中文,http://116.162.6.191/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221226317/index.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
凤凰中文,http://118.114.222.202:8888/udp/239.93.1.9:2192
凤凰中文,http://110.184.136.220:58888/udp/239.93.0.162:2192
凤凰中文,http://110.184.136.220:58888/udp/239.93.1.9:2192
凤凰中文,http://118.114.222.202:8888/udp/239.93.0.162:2192
凤凰中文,http://171.221.157.23:18888/udp/239.93.0.162:2192
凤凰中文,http://171.221.157.23:18888/udp/239.93.1.9:2192
凤凰资讯,http://171.221.157.23:18888/udp/239.93.0.118:2191
凤凰资讯,http://110.184.136.220:58888/udp/239.93.0.118:2191
凤凰资讯,http://171.221.157.23:18888/udp/239.93.1.4:2191
凤凰资讯,http://118.114.222.202:8888/udp/239.93.0.118:2191
凤凰资讯,http://110.184.136.220:58888/udp/239.93.1.4:2191
凤凰资讯,http://118.114.222.202:8888/udp/239.93.1.4:2191
熊猫影院,http://171.221.157.23:18888/udp/239.93.0.214:5140
熊猫影院,http://118.114.222.202:8888/udp/239.93.0.214:5140
熊猫影院,http://110.184.136.220:58888/udp/239.93.0.214:5140
睛彩四川,http://171.221.157.23:18888/udp/239.93.0.126:5140
睛彩四川,http://118.114.222.202:8888/udp/239.93.0.126:5140
睛彩四川,http://110.184.136.220:58888/udp/239.93.0.126:5140
云看熊猫,http://171.221.157.23:18888/udp/239.93.0.211:9148
云看熊猫,http://110.184.136.220:58888/udp/239.93.0.211:9148
云看熊猫,http://118.114.222.202:8888/udp/239.93.0.211:9148
熊猫24小时,http://110.184.136.220:58888/udp/239.93.1.178:5140
熊猫24小时,http://118.114.222.202:8888/udp/239.93.1.178:5140
熊猫24小时,http://171.221.157.23:18888/udp/239.93.1.178:5140
天元围棋,http://118.114.222.202:8888/udp/239.93.42.55:5140
天元围棋,http://171.221.157.23:18888/udp/239.93.42.55:5140
天元围棋,http://110.184.136.220:58888/udp/239.93.42.55:5140
熊猫少儿,http://118.114.222.202:8888/udp/239.93.1.189:5140
熊猫少儿,http://110.184.136.220:58888/udp/239.93.1.189:5140
熊猫少儿,http://171.221.157.23:18888/udp/239.93.1.189:5140
金熊猫卡通,http://118.114.222.202:8888/udp/239.93.1.172:5140
金熊猫卡通,http://110.184.136.220:58888/udp/239.93.1.172:5140
金熊猫卡通,http://171.221.157.23:18888/udp/239.93.1.172:5140
炫动卡通,http://110.184.136.220:58888/udp/239.93.0.173:5140
炫动卡通,http://118.114.222.202:8888/udp/239.93.0.173:5140
炫动卡通,http://171.221.157.23:18888/udp/239.93.0.173:5140
嘉佳卡通,http://118.114.222.202:8888/udp/239.93.0.246:5140
嘉佳卡通,http://171.221.157.23:18888/udp/239.93.0.246:5140
嘉佳卡通,http://110.184.136.220:58888/udp/239.93.0.246:5140
卡酷动画,http://171.221.157.23:18888/udp/239.93.42.1:5140
卡酷动画,http://118.114.222.202:8888/udp/239.93.42.1:5140
卡酷动画,http://110.184.136.220:58888/udp/239.93.42.1:5140
金鹰卡通,http://118.114.222.202:8888/udp/239.93.0.5:5140
金鹰卡通,http://110.184.136.220:58888/udp/239.93.0.5:5140
金鹰卡通,http://171.221.157.23:18888/udp/239.93.0.5:5140
优漫卡通,http://110.184.136.220:58888/udp/239.93.0.251:5140
优漫卡通,http://171.221.157.23:18888/udp/239.93.0.251:5140
优漫卡通,http://118.114.222.202:8888/udp/239.93.0.251:5140
宝宝动画,http://171.221.157.23:18888/udp/239.93.42.89:5140
宝宝动画,http://118.114.222.202:8888/udp/239.93.42.89:5140
宝宝动画,http://110.184.136.220:58888/udp/239.93.42.89:5140
少儿动画,http://171.221.157.23:18888/udp/239.93.0.193:9000
少儿动画,http://118.114.222.202:8888/udp/239.93.0.193:9000
少儿动画,http://110.184.136.220:58888/udp/239.93.0.193:9000
青春动漫,http://110.184.136.220:58888/udp/239.93.0.146:5140
青春动漫,http://171.221.157.23:18888/udp/239.93.0.146:5140
青春动漫,http://118.114.222.202:8888/udp/239.93.0.146:5140
CHC-家庭影院,http://110.184.136.220:58888/udp/239.93.42.6:5140
CHC-家庭影院,http://118.114.222.202:8888/udp/239.93.42.6:5140
CHC-家庭影院,http://171.221.157.23:18888/udp/239.93.42.6:5140
